,Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
399,FoxNews,Bush airport resumes operation following bomb scare caused by 'impatient' passenger https://t.co/vatbGdFANz,Thu Jun 07 00:07:17 +0000 2018,-0.7506,0.0,0.61,0.39,100
400,nytimes,"A U.K. court ruling left Northern Ireland's strict abortion law unchanged, though a majority of justices called it… https://t.co/WJeURQd6QK",Thu Jun 07 15:45:03 +0000 2018,0.0,0.0,1.0,0.0,1
401,nytimes,"The comedian Chris Farley's family settled a lawsuit with a bicycle company, after accusing it of using his ""fat gu… https://t.co/XPglSpnz4p",Thu Jun 07 15:37:03 +0000 2018,0.0,0.117,0.721,0.162,2
402,nytimes,California is in the middle of an affordable-housing crisis. Some are trying to solve it with modular homes that ca… https://t.co/pFBIBtmKGr,Thu Jun 07 15:30:04 +0000 2018,-0.5106,0.072,0.763,0.165,3
403,nytimes,Iraq will manually recount approximately 11 million votes amid post-election chaos https://t.co/5D0O1v5jKK,Thu Jun 07 15:15:08 +0000 2018,-0.5719,0.0,0.748,0.252,4
404,nytimes,"RT @NYTmag: This week’s issue of @NYTmag is dedicated entirely to love, lust and heartache in New York City. See the full issue here: https…",Thu Jun 07 15:12:29 +0000 2018,0.8166,0.245,0.755,0.0,5
405,nytimes,"In Opinion

Op-Ed columnist Charles M. Blow writes that Donald Trump ""disguises his hatred, often as a veneration a… https://t.co/MmtbzNVBK6",Thu Jun 07 15:00:04 +0000 2018,-0.7351,0.0,0.733,0.267,6
406,nytimes,RT @ckoettl: 23 seconds in #Sacramento: We took a closer look at what happened when #StephonClark was killed by police. 2 bodycams &amp; 1 heli…,Thu Jun 07 14:52:50 +0000 2018,-0.6705,0.0,0.824,0.176,7
407,nytimes,"""You cannot have a safely functioning city when people of color do not trust the local law enforcement agency, and… https://t.co/bHHfnKUnnQ",Thu Jun 07 14:45:06 +0000 2018,-0.652,0.0,0.772,0.228,8
408,nytimes,"RT @sangerkatz: Elizabeth Warren is the rare policymaker who is also a scholar. This week, she wore both hats. https://t.co/2kjalK1m8F",Thu Jun 07 14:42:49 +0000 2018,0.0,0.0,1.0,0.0,9
409,nytimes,"RT @NYTHealth: San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be the most re…",Thu Jun 07 14:30:03 +0000 2018,-0.5574,0.0,0.859,0.141,10
410,nytimes,"""It is a tremendously difficult disease to suffer with alone and unfortunately in the U.S. we don't talk about it e… https://t.co/2kTdM1pktQ",Thu Jun 07 14:20:09 +0000 2018,-0.8655,0.0,0.614,0.386,11
411,nytimes,Wilbur Ross said that the United States had reached a deal to end tough American sanctions on the Chinese telecommu… https://t.co/VFVUzSpWJa,Thu Jun 07 14:12:05 +0000 2018,0.4019,0.185,0.749,0.066,12
412,nytimes,"A white manager admitted that he beat an intellectually disabled black cook with a belt, punched him, hit him with… https://t.co/9zpY7loDfn",Thu Jun 07 14:00:06 +0000 2018,0.4215,0.183,0.817,0.0,13
413,nytimes,"""It could be the first time that all art enemies and art lovers can agree about one thing,"" said one of the artists… https://t.co/NZif9VNW27",Thu Jun 07 13:44:44 +0000 2018,0.4019,0.196,0.698,0.106,14
414,nytimes,"Stormy Daniels sued Michael Cohen and her own former lawyer, making public a set of texts about efforts to quash th… https://t.co/4gk7g7wJVO",Thu Jun 07 13:31:05 +0000 2018,0.0,0.0,1.0,0.0,15
415,nytimes,Four police officers in Arizona have been placed on administrative leave after a surveillance video showed some of… https://t.co/un63LvHDJD,Thu Jun 07 13:15:08 +0000 2018,-0.0516,0.0,0.934,0.066,16
416,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/GEhcxHmDcf https://t.co/9vxdw5qAAR,Thu Jun 07 13:00:18 +0000 2018,0.0,0.0,1.0,0.0,17
417,nytimes,He delivered pizza to an Army base in Brooklyn. Military personnel detained him and called ICE. https://t.co/ZtFDL8wAGM,Thu Jun 07 12:46:06 +0000 2018,-0.4019,0.0,0.856,0.144,18
418,nytimes,"Afghanistan's president declared a brief unilateral cease-fire with the Taliban on Thursday, a strategic gamble see… https://t.co/zF8GkcPh3H",Thu Jun 07 12:30:08 +0000 2018,0.0,0.0,1.0,0.0,19
419,nytimes,"No, Canada did not burn down the White House during the War of 1812, which was fought with Britain over maritime ri… https://t.co/KPMyea77B1",Thu Jun 07 12:22:05 +0000 2018,-0.8126,0.0,0.704,0.296,20
420,nytimes,Amazon won the right to show Premier League games in the UK. It's the latest seismic shift in the world of broadcas… https://t.co/cXEUNxwzfM,Thu Jun 07 12:10:08 +0000 2018,0.6597,0.205,0.795,0.0,21
421,nytimes,"Your daily @DealBook Briefing:

• Athenahealth lost its CEO. A sale now looms.

• President Trump is meeting with S… https://t.co/xFjfltNi8x",Thu Jun 07 12:00:01 +0000 2018,-0.4404,0.0,0.804,0.196,22
422,nytimes,Miss America says it will no longer judge contestants on their outward appearance. Some argue that women shouldn’t… https://t.co/CvDZCavXD0,Thu Jun 07 11:56:51 +0000 2018,-0.6369,0.0,0.721,0.279,23
423,nytimes,"Our analysis shows that Stephon Clark was shot at 15 times while on his hands and knees, most likely receiving all… https://t.co/gUSVTk8fs0",Thu Jun 07 11:50:00 +0000 2018,0.0,0.0,1.0,0.0,24
424,nytimes,"We dissected the extensive video footage, studied the autopsy report and mapped every step on satellite imagery. https://t.co/VY8uYuPMru",Thu Jun 07 11:47:33 +0000 2018,0.0,0.0,1.0,0.0,25
425,nytimes,"In March, Stephon Clark encountered two police officers in Sacramento. 23 seconds later, they shot and killed him i… https://t.co/TTvq2q2ZIb",Thu Jun 07 11:40:03 +0000 2018,-0.6705,0.0,0.809,0.191,26
426,nytimes,"For months, American officials have been worried that their diplomats have been subjected to attacks involving odd… https://t.co/TZcVzMQiK7",Thu Jun 07 11:31:04 +0000 2018,-0.6249,0.0,0.758,0.242,27
427,nytimes,"Police officers in Baltimore used brass knuckles and baseball bats and went after drug dealers, because they kept c… https://t.co/5fTxZFOYSh",Thu Jun 07 11:16:01 +0000 2018,0.0,0.0,1.0,0.0,28
428,nytimes,"North Korea demolished a ""key missile test stand"" that was used for testing missile ejections from canisters, an ex… https://t.co/hvQp0ZlAP0",Thu Jun 07 11:00:03 +0000 2018,0.0,0.0,1.0,0.0,29
429,nytimes,"Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoning himself: ""No… https://t.co/6pBp7br0G5",Thu Jun 07 10:45:05 +0000 2018,0.1531,0.124,0.78,0.096,30
430,nytimes,"After apologizing for using an epithet to describe Ivanka Trump, Samantha Bee pushed back hard against conservative… https://t.co/7p6fnrIKG7",Thu Jun 07 10:31:05 +0000 2018,-0.1779,0.0,0.856,0.144,31
431,nytimes,The chief spokesman of Pakistan's army recently declared that social media users who criticized the military were e… https://t.co/otFVJma0A3,Thu Jun 07 10:16:07 +0000 2018,-0.3612,0.0,0.878,0.122,32
432,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/Ltiy1rasXf https://t.co/cu5r7tUTWG,Thu Jun 07 10:05:03 +0000 2018,0.0,0.0,1.0,0.0,33
433,nytimes,A commission that has been working for 4 years to deliver justice to victims of Tunisia's dictatorship has brought… https://t.co/ySwxN9STO3,Thu Jun 07 09:46:04 +0000 2018,0.2732,0.157,0.737,0.106,34
434,nytimes,France's Parliament is set to begin debating a tough bill aimed at repressing fake news items. The political opposi… https://t.co/BXDE5C98nt,Thu Jun 07 09:31:04 +0000 2018,-0.7506,0.0,0.684,0.316,35
435,nytimes,RT @jakesilverstein: This year’s New York Issue (online tmrw) was photographed entirely on 1 day. And the theme was ❤️. Starting at midnigh…,Thu Jun 07 09:15:04 +0000 2018,0.0,0.0,1.0,0.0,36
436,nytimes,Many survivors of Ireland’s Magdalene Laundries spent their lives trying to find parents and siblings or children w… https://t.co/w2Fl0xhj0m,Thu Jun 07 09:00:06 +0000 2018,0.0,0.0,1.0,0.0,37
437,nytimes,RT @nytimesworld: 220 survivors of Ireland’s notorious Magdalene Laundries convened for a state-sponsored meeting in Dublin this week https…,Thu Jun 07 08:44:06 +0000 2018,-0.4404,0.0,0.854,0.146,38
438,nytimes,"The husband of the influential designer Kate Spade, who died of suicide, said she had been treated for severe depre… https://t.co/L9DeMzlJqv",Thu Jun 07 08:30:12 +0000 2018,-0.8316,0.095,0.556,0.35,39
439,nytimes,"RT @nytimesworld: Kamel Matmati, 21, was taken by the Tunisian police in 1991, tortured, and died in detention, according to witnesses. A t…",Thu Jun 07 08:14:05 +0000 2018,-0.8658,0.0,0.662,0.338,40
440,nytimes,"More State Dept. employees have fallen ill after hearing strange noises. The crisis has spread to China, deepening… https://t.co/3uePp6y5YO",Thu Jun 07 08:02:06 +0000 2018,-0.8807,0.0,0.573,0.427,41
441,nytimes,"In the last few months, Kim Jong-un has engineered one of the most dramatic image makeovers in modern diplomacy https://t.co/E7y68J0OTy",Thu Jun 07 07:47:04 +0000 2018,0.0,0.0,1.0,0.0,42
442,nytimes,"The yacht at the center of Britain's costliest divorce has a spa, a swimming pool, two heliports and room for 18 gu… https://t.co/KYgPPwKQKI",Thu Jun 07 07:32:06 +0000 2018,0.0,0.0,1.0,0.0,43
443,nytimes,"RT @nytimesworld: An Afghan police officer, among 30,000 who haven't been paid for months now: “I have borrowed so much that shopkeepers ha…",Thu Jun 07 07:17:05 +0000 2018,0.0,0.0,1.0,0.0,44
444,nytimes,"""I've made this dish twice now and, just like other posters here, it was completely gone by the end of the meal"" —… https://t.co/cfZaG2IScj",Thu Jun 07 07:02:05 +0000 2018,0.3612,0.098,0.902,0.0,45
445,nytimes,Greece has declared an economic recovery. Try telling that to the doctors and engineers who fled years ago and have… https://t.co/mxHqQxfP8g,Thu Jun 07 06:32:01 +0000 2018,0.0,0.0,1.0,0.0,46
446,nytimes,"""The summer of hell"": The sequel https://t.co/tmU91QAiIo",Thu Jun 07 06:07:53 +0000 2018,0.0,0.0,1.0,0.0,47
447,nytimes,39 bright and beautiful summer pastas https://t.co/QiMYOC0Aq3 https://t.co/SDa02OzNh0,Thu Jun 07 05:49:55 +0000 2018,0.7783,0.531,0.469,0.0,48
448,nytimes,RT @GailBichler: A split run of 24 covers for the @NYTmag love themed New York Issue! The entire issue was photographed in one 24 hour peri…,Thu Jun 07 05:32:02 +0000 2018,0.6696,0.158,0.842,0.0,49
449,nytimes,"President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t.co/s7mUIQ3NQb",Thu Jun 07 05:16:36 +0000 2018,-0.6961,0.128,0.563,0.308,50
450,nytimes,"""Kim Cattrall’s real voice is as unlike the voice of Samantha Jones as a late October morning is unlike a Fourth of… https://t.co/qZ56jY4jtR",Thu Jun 07 04:59:23 +0000 2018,0.0,0.0,1.0,0.0,51
451,nytimes,"The results of the California primary elections won’t be final for weeks, but the initial returns offer a useful in… https://t.co/UKY9DO14cu",Thu Jun 07 04:42:03 +0000 2018,0.5927,0.168,0.832,0.0,52
452,nytimes,RT @nytopinion: I’ve covered sports in Philadelphia for more than three decades. Never during have I seen a group of players more dedicated…,Thu Jun 07 04:22:03 +0000 2018,0.0,0.0,1.0,0.0,53
453,nytimes,"Rudy Giuliani said Kim Jong-un had gotten ""on his hands and knees and begged"" President Trump to reverse his decisi… https://t.co/Lwbluf6lxd",Thu Jun 07 04:02:04 +0000 2018,0.0,0.0,1.0,0.0,54
454,nytimes,"What’s it like to comb through 18,000 pages of documents? Our investigative reporter @EricLiptonNYT described the t… https://t.co/psaRb6QVyP",Thu Jun 07 03:47:03 +0000 2018,0.3612,0.128,0.872,0.0,55
455,nytimes,RT @NYTSports: The Warriors have a 3-0 lead in the NBA finals. This one was the Kevin Durant show. https://t.co/3W2DpHIluh,Thu Jun 07 03:34:44 +0000 2018,0.0,0.0,1.0,0.0,56
456,nytimes,Witnesses demand focus on guns at first school safety commission hearing https://t.co/8rhoXdXkPH,Thu Jun 07 03:32:06 +0000 2018,0.3182,0.196,0.699,0.105,57
457,nytimes,"Deb Haaland, a New Mexico lawyer seeking to make history in her bid to become the first Native American woman elect… https://t.co/YnsFqlZ5mK",Thu Jun 07 03:17:04 +0000 2018,0.0,0.0,1.0,0.0,58
458,nytimes,"The best summer reading is absorbing, delightful and, in the sun or shade, will make you break a sweat. That’s roma… https://t.co/d8NdbhDFhP",Thu Jun 07 03:02:06 +0000 2018,0.8402,0.296,0.704,0.0,59
459,nytimes,RT @NYTSports: Warriors doing Third Quarter things. https://t.co/S9fL5pDrZq,Thu Jun 07 02:46:27 +0000 2018,0.0,0.0,1.0,0.0,60
460,nytimes,"A new law in Louisiana makes some college hazing actions a felony, and other states are looking to adopt similar me… https://t.co/kE6vKbU4VI",Thu Jun 07 02:32:04 +0000 2018,-0.4215,0.073,0.776,0.151,61
461,nytimes,"RT @nytpolitics: Fact Check of the Day: President Trump falsely claimed that ""we’re now exporting energy for the first time."" The United St…",Thu Jun 07 02:17:06 +0000 2018,0.5994,0.189,0.811,0.0,62
462,nytimes,"The plan was to drive around and pick up couples in a truck, photographing them as the city rolled by. As always, N… https://t.co/dyfUFFS6Ol",Thu Jun 07 02:02:05 +0000 2018,0.0,0.0,1.0,0.0,63
463,nytimes,"2 top aides resigned from the EPA as its administrator, Scott Pruitt, faced mounting allegations of misusing his au… https://t.co/feLR41cWZD",Thu Jun 07 01:47:02 +0000 2018,-0.0516,0.087,0.817,0.096,64
464,nytimes,RT @bydanielvictor: Sometimes you show up at work and somehow you find yourself explaining the War of 1812 https://t.co/xqynJNwAWJ,Thu Jun 07 01:32:07 +0000 2018,-0.5994,0.0,0.822,0.178,65
465,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6vfzdycob7,Thu Jun 07 01:17:05 +0000 2018,0.0,0.0,1.0,0.0,66
466,nytimes,NBA Finals: Live updates as the Golden State Warriors head into Game 3 against the Cleveland Cavaliers with a 2-0 l… https://t.co/cyJ1zHT5IM,Thu Jun 07 01:02:02 +0000 2018,0.0,0.0,1.0,0.0,67
467,nytimes,"The New Yorker's staff members have unionized, saying the magazine “must work harder for its employees” https://t.co/VdYV8AAJPk",Thu Jun 07 00:47:06 +0000 2018,0.0,0.0,1.0,0.0,68
468,nytimes,"RT @NYTSports: As LeBron James makes his eighth straight appearance in the N.B.A. finals, his trip through the playoffs this spring has had…",Thu Jun 07 00:43:25 +0000 2018,0.2263,0.079,0.921,0.0,69
469,nytimes,Susan Sontag once called him “the greatest writer ever produced in Latin America” https://t.co/KfqgWtkG5A,Thu Jun 07 00:32:06 +0000 2018,0.6369,0.244,0.756,0.0,70
470,nytimes,"RT @brooksbarnesNYT: My obit on Jerry Maren, the last of the dwarfs who played Munchkins in ""The Wizard of Oz."" He also had a major career…",Thu Jun 07 00:17:05 +0000 2018,0.34,0.091,0.909,0.0,71
471,nytimes,Democrats enhanced their prospects for winning control of the House in Tuesday’s coast-to-coast primaries https://t.co/9yrvzYBGl1,Thu Jun 07 00:02:05 +0000 2018,0.6808,0.301,0.699,0.0,72
472,nytimes,"The poet Lawrence Ferlinghetti will publish a semi-autobiographical novel next year, timed to his 100th birthday https://t.co/pMsKwFMlex",Wed Jun 06 23:47:07 +0000 2018,0.3182,0.133,0.867,0.0,73
473,nytimes,Rarely has one of the NBA's supreme players chased a championship with less help than LeBron James https://t.co/LsWAXWOVVd,Wed Jun 06 23:31:06 +0000 2018,0.8363,0.389,0.611,0.0,74
474,nytimes,"Full results and maps from the California primaries
https://t.co/gN6FsjEYgb",Wed Jun 06 23:17:02 +0000 2018,0.0,0.0,1.0,0.0,75
475,nytimes,A lawsuit brought by Stormy Daniels reveals text messages between Michael Cohen and her former lawyer discussing an… https://t.co/EW3YPOKFtd,Wed Jun 06 23:02:03 +0000 2018,-0.2263,0.0,0.899,0.101,76
476,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DHbVsdo1pA,Wed Jun 06 22:47:04 +0000 2018,0.0,0.0,1.0,0.0,77
477,nytimes,"Kate Spade's husband, Andy, released a statement about his wife's death https://t.co/xyGI71ZrVm",Wed Jun 06 22:35:00 +0000 2018,-0.5994,0.0,0.719,0.281,78
478,nytimes,"RT @nytfood: The chef April Bloomfield will get 4 restaurants in her split from Ken Friedman, who’s accused of sexually harassing employees…",Wed Jun 06 22:17:07 +0000 2018,-0.6908,0.0,0.769,0.231,79
479,nytimes,"Betsy DeVos halted relieving the debt of some student borrowers who were defrauded by the Corinthian Colleges, afte… https://t.co/JImltX7hCA",Wed Jun 06 22:17:06 +0000 2018,0.0,0.114,0.773,0.114,80
480,nytimes,RT @VVFriedman: Exclusive: Kate Spade's husband Andy talks for the first time about his wife's death: ‘There Was No Indication and No Warni…,Wed Jun 06 22:02:04 +0000 2018,-0.7783,0.052,0.66,0.288,81
481,nytimes,"The husband of the influential designer Kate Spade, who died of suicide, said she had been treated for severe depre… https://t.co/XH2dW5HOAF",Wed Jun 06 21:47:02 +0000 2018,-0.8316,0.095,0.556,0.35,82
482,nytimes,"“Everyone knows the saying, ‘Hate that I love you.’ Well, that is the 2018 NBA finals summed up.” https://t.co/YvypgiuHKV",Wed Jun 06 21:31:05 +0000 2018,0.743,0.283,0.717,0.0,83
483,nytimes,Many other employees at the American Consulate in the southern Chinese city of Guangzhou and their family members a… https://t.co/k5DWi0oZPH,Wed Jun 06 21:21:00 +0000 2018,0.0,0.0,1.0,0.0,84
484,nytimes,Breaking News: More State Dept. employees have fallen ill after hearing strange noises. The crisis has spread to Ch… https://t.co/vZxSH4v4ff,Wed Jun 06 21:07:04 +0000 2018,-0.8807,0.0,0.588,0.412,85
485,nytimes,"RT @Nate_Cohn: California take-away: the race is going as expected, with the noted and discussed exception of CA-21 https://t.co/fazs4ar1SC",Wed Jun 06 21:01:03 +0000 2018,0.0,0.0,1.0,0.0,86
486,nytimes,"Jordan Roth has become Broadway’s singular showman, pushing the boundaries of what it means — and looks like — to b… https://t.co/lXVnt5HYYX",Wed Jun 06 20:50:04 +0000 2018,0.3612,0.116,0.884,0.0,87
487,nytimes,"Before the hit television series, movie and sequel, ""Sex and the City"" was a newspaper column https://t.co/FWli7BOPbT",Wed Jun 06 20:40:03 +0000 2018,0.0,0.0,1.0,0.0,88
488,nytimes,"RT @NYTNational: ""Eat a good breakfast then go and dismantle the patriarchy."" A 19-year-old reader shares her advice for graduating student…",Wed Jun 06 20:30:01 +0000 2018,0.6249,0.231,0.769,0.0,89
489,nytimes,Greece has declared an economic recovery. Try telling that to the doctors and engineers who fled years ago and have… https://t.co/YZjdsbJvJF,Wed Jun 06 20:20:07 +0000 2018,0.0,0.0,1.0,0.0,90
490,nytimes,“I’m sitting here and being subjected to frankly ridiculous accusations based on the most tenuous connections that… https://t.co/w9PHTTDjaH,Wed Jun 06 20:10:06 +0000 2018,-0.5859,0.0,0.769,0.231,91
491,nytimes,"“We voted that sexual violence, including campus sexual violence, must be taken seriously by our elected officials,… https://t.co/CMYXLIfMO5",Wed Jun 06 20:00:07 +0000 2018,-0.872,0.0,0.602,0.398,92
492,nytimes,"RT @nytpolitics: In a letter to senior Trump administration officials, European leaders asked for an exemption from sanctions on Iran https…",Wed Jun 06 19:50:05 +0000 2018,0.0,0.0,1.0,0.0,93
493,nytimes,"""Kim Cattrall’s real voice is as unlike the voice of Samantha Jones as a late October morning is unlike a Fourth of… https://t.co/Ggg0WvCoY6",Wed Jun 06 19:40:03 +0000 2018,0.0,0.0,1.0,0.0,94
494,nytimes,California primary election results https://t.co/om61zaCPNx,Wed Jun 06 19:30:07 +0000 2018,0.0,0.0,1.0,0.0,95
495,nytimes,"RT @kevinroose: I hated the scooter craze from afar. Then I went to LA and tried them, and now I want a scooter permanently attached to my…",Wed Jun 06 19:20:08 +0000 2018,-0.6705,0.048,0.738,0.214,96
496,nytimes,U.S. Soccer has hired Earnie Stewart as the national team's general manager. His mission: to build a team that can… https://t.co/om9LJPS4AB,Wed Jun 06 19:10:05 +0000 2018,0.0,0.0,1.0,0.0,97
497,nytimes,"RT @declanwalsh: Intimidation, abduction and an assault on social media. Can Pakistan's election be free when the journalists covering it a…",Wed Jun 06 19:00:03 +0000 2018,-0.7964,0.107,0.554,0.339,98
498,nytimes,Hurricanes are lingering longer. That makes them more dangerous. https://t.co/ibTs2XeJQM https://t.co/3966lHbOuP,Wed Jun 06 18:50:08 +0000 2018,-0.5256,0.0,0.747,0.253,99
499,nytimes,"""I've made this dish twice now and, just like other posters here, it was completely gone by the end of the meal"" —… https://t.co/TsFtKK2Xn2",Wed Jun 06 18:40:07 +0000 2018,0.3612,0.098,0.902,0.0,100
